sample_index,unit_id,utterance_id,law_number,document_uri,annotation_id,concept_status,concept_id,proposed_concept,stance,start_char,end_char,evidence_text,justification
248,utt_4389d9d793ea3e8c57b1::p0005,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,review,,"Adecuación al contexto laboral: las reformas previsionales deben considerar la realidad del mercado del trabajo, incluida la informalidad.",support,0,106,"Nada dice esta reforma de la realidad del mercado del trabajo, caracterizada por una altísima informalidad","{""alternatives"":[{""concept_id"":""prevision_como_mercado"",""reason"":""La palabra «mercado» alude al mercado laboral como contexto, pero no hay una defensa o crítica de la competencia, la administración privada, la rentabilidad o los incentivos de la previsión.""},{""concept_id"":""conciencia_costos"",""reason"":""La informalidad no se vincula explícitamente con costos fiscales, financiamiento, deuda o capacidad fiscal que restrinjan la reforma.""}],""coding"":""La expresión «Nada dice» presenta como una deficiencia normativa que la reforma omita la realidad laboral y la alta informalidad; no es solo una mención descriptiva de esas condiciones."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""Al criticar que la reforma no considere esa realidad, el hablante respalda la exigencia de incorporarla. El support se refiere a esa exigencia, no a la aprobación de la reforma."",""uncertainty"":""La exigencia de considerar la informalidad está implícita en la crítica por omisión y el fragmento no especifica qué medida o diseño previsional alternativo debería adoptarse.""}"
252,utt_4389d9d793ea3e8c57b1::p0016-p0018,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,capitalizacion_individual,,support,404,603,"todos los descuentos que mes a mes se realizan en la remuneración de los trabajadores deben ir íntegramente a las cuentas de capitalización individual, esto es, a mejorar las pensiones del trabajador","{""alternatives"":[{""concept_id"":""propiedad_individual_fondos"",""reason"":""Aunque menciona cuentas individuales, este fragmento justifica el destino de las cotizaciones para financiar la pensión del trabajador, sin afirmar propiedad, heredabilidad o un derecho contra la transferencia de los fondos.""}],""coding"":""La cita establece que la totalidad de los descuentos previsionales debe ingresar a cuentas individuales y destinarse a mejorar la pensión del propio trabajador."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la proposición de que las cotizaciones deben financiar la pensión de su titular mediante capitalización individual."",""uncertainty"":""""}"
252,utt_4389d9d793ea3e8c57b1::p0016-p0018,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,propiedad_individual_fondos,,support,605,684,son sus ahorros y ni el Estado ni nadie tiene derecho a quitarle esos recursos.,"{""alternatives"":[{""concept_id"":""capitalizacion_individual"",""reason"":""La razón específica de este fragmento es la titularidad y la prohibición de quitar los fondos; no formula aquí la regla de que las cotizaciones deban financiar la pensión individual, que aparece en el fragmento anterior.""},{""concept_id"":""reciprocidad_contributiva"",""reason"":""No presenta el trabajo o las cotizaciones como mérito para recibir una contraprestación; fundamenta la pretensión en la propiedad de los ahorros.""}],""coding"":""La cita presenta los recursos como ahorros del trabajador y niega que el Estado o cualquier tercero tenga derecho a quitarlos, formulando un título individual sobre los fondos y protección frente a su transferencia."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la proposición de que los fondos previsionales son propiedad individual del cotizante y que ese derecho debe prevalecer."",""uncertainty"":""""}"
257,utt_b51055534a89e5644eaf::p0001-p0004,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,acuerdos_moderacion,,support,149,267,"Por lo tanto, para sacar adelante proyectos que son de real importancia para la ciudadanía, hay que llegar a acuerdos.","{""alternatives"":[],""coding"":""La cita presenta llegar a acuerdos como una condición necesaria para sacar adelante proyectos importantes para la ciudadanía, lo que defiende los acuerdos como instrumento procedimental."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que los acuerdos sean necesarios y valiosos para avanzar una reforma previsional."",""uncertainty"":""""}"
257,utt_b51055534a89e5644eaf::p0001-p0004,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,necesidad_material,,support,269,531,"No creo que en Chile exista alguien que no sepa o no crea que las actuales pensiones deben modificarse, que son indignas y que no permiten a los pensionados, sobre todo a los más vulnerables, pasar el mes con tranquilidad.

Por eso esta reforma es tan necesaria.","{""alternatives"":[],""coding"":""La insuficiencia de las pensiones se vincula explícitamente con la imposibilidad de los pensionados, especialmente los más vulnerables, de pasar el mes con tranquilidad, y esa privación material se usa para justificar la necesidad de la reforma."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Apoya que las personas que enfrentan mayores necesidades materiales reciban mayor protección previsional mediante una reforma."",""uncertainty"":""""}"
263,utt_b51055534a89e5644eaf::p0016-p0017,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,igualdad_universalismo,,support,303,608,"Por consiguiente, nos parece de toda justicia que hoy día, a través del ""bono tabla"", se asegure que mujeres y hombres reciban la misma pensión, con la misma edad de jubilación (que ambos jubilen a los sesenta y cinco años, que ambos jubilen a los sesenta y seis, etcétera) y con igual cantidad de ahorro.","{""alternatives"":[{""concept_id"":""capitalizacion_individual"",""reason"":""Aunque se menciona la cantidad de ahorro, no se afirma que cada persona deba financiar individualmente su pensión; el ahorro funciona como condición de comparación.""},{""concept_id"":""reciprocidad_contributiva"",""reason"":""La cita no presenta el ahorro o las cotizaciones como un título moral derivado del esfuerzo previo, sino como una condición para exigir igualdad de pensión.""},{""concept_id"":""identidad"",""reason"":""Aunque distingue grupos por sexo, no justifica una prioridad por pertenencia grupal; busca igualar el trato y corregir una brecha de género.""}],""coding"":""La cita propone corregir explícitamente la brecha entre mujeres y hombres mediante igual pensión, edad de jubilación y ahorro comparable; esto constituye una corrección de desigualdad de género basada en igualdad de trato."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Apoya que la protección previsional se otorgue de manera igual entre mujeres y hombres."",""uncertainty"":""""}"
263,utt_b51055534a89e5644eaf::p0016-p0017,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,prevision_como_mercado,,support,611,670,Mejorar la regulación de las AFP aumentando la competencia.,"{""alternatives"":[],""coding"":""La formulación recomienda utilizar el aumento de la competencia como mecanismo para mejorar la regulación de las AFP, presentando la competencia de mercado como una forma legítima de organizar la previsión."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya organizar la protección previsional mediante competencia de mercado."",""uncertainty"":""""}"
264,utt_b51055534a89e5644eaf::p0018,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,prevision_como_mercado,,support,12,388,"era importante aumentar la competencia de la industria. Ello se hace en la propuesta de reforma que hoy estamos votando, particularmente con la licitación del stock a razón del 10 por ciento de los afiliados cada dos años, para buscar, a través de esto, mejorar la competitividad o competencia en la industria y, de esta manera, bajar las comisiones que se cobran actualmente.","{""alternatives"":[],""coding"":""La cita defiende aumentar la competencia y presenta la licitación como un mecanismo para mejorarla y reducir las comisiones dentro de la industria previsional."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la proposición de que la competencia de mercado es un mecanismo legítimo para organizar y mejorar la protección previsional."",""uncertainty"":""""}"
268,utt_b51055534a89e5644eaf::p0025-p0028,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,ineficiencia_estado,,oppose,78,165,"al tener todos el mismo representante (la Tesorería), esto tendería a ser más eficiente","{""alternatives"":[],""coding"":""La cita valora la representación común por la Tesorería como más eficiente y la presenta como fundamento para organizar la cobranza de juicios previsionales, lo que funciona como una refutación del riesgo de ineficiencia estatal."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""La afirmación rechaza la orientación según la cual la administración estatal amenaza el resguardo de las cotizaciones por ineficiencia; por ello corresponde oppose."",""uncertainty"":""La cita se refiere a la eficiencia de la Tesorería como representante en juicios de cobranza, no expresamente a la administración de los fondos previsionales; el alcance de este ajuste al concepto requiere revisión.""}"
269,utt_b51055534a89e5644eaf::p0029-p0030,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,ineficiencia_estado,,oppose,467,825,"que se trata de un órgano autónomo con personalidad jurídica y patrimonio propio; que tiene un gobierno corporativo igual al del Banco Central, el cual hoy día nos da plena tranquilidad a todos y cada uno de los que estamos acá, porque siempre ha demostrado su independencia y estar fuera del Gobierno de turno, al tener una forma de funcionar independiente.","{""alternatives"":[{""concept_id"":""propiedad_individual_fondos"",""reason"":""La cita no atribuye propiedad, heredabilidad ni destino exclusivo de los fondos a los cotizantes; el argumento se refiere al resguardo institucional de la administración.""}],""coding"":""La autonomía, el gobierno corporativo comparable al del Banco Central y la independencia respecto del Gobierno de turno se presentan como razones de tranquilidad sobre la administración del FAPP, es decir, como salvaguardas frente al uso político o la apropiación de los fondos."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""La cita rechaza que la administración vinculada al Estado amenace el resguardo de los fondos, pues presenta la independencia institucional como una garantía."",""uncertainty"":""""}"
271,utt_b51055534a89e5644eaf::p0039-p0042,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,acuerdos_moderacion,,support,63,220,"Los acuerdos deben fortalecerse, y la forma de hacer esto es respetarlos; que respecto de aquello a lo que no se llegó a consenso no se abra un nuevo flanco.","{""alternatives"":[],""coding"":""La cita defiende fortalecer y respetar los acuerdos como regla para conducir la reforma, y rechaza reabrir asuntos sin consenso."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que los acuerdos amplios y el compromiso otorguen legitimidad y valor a la solución previsional."",""uncertainty"":""""}"
272,utt_1e20d255a664c285e17d::p0001-p0005,utt_1e20d255a664c285e17d,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,review,,Financiamiento íntegro del seguro social: el 6 por ciento debe destinarse a un seguro social fortalecido para permitir la entrega de los beneficios y garantías previsionales diseñados.,support,263,441,Nosotros queríamos que el 6 por ciento completo fuera a un seguro social para hacerlo potente y que nos permitiera entregar los beneficios y las garantías que se habían diseñado.,"{""alternatives"":[{""concept_id"":""solidaridad_intergeneracional"",""reason"":""Aunque el seguro social puede sugerir un esquema colectivo, la cita no identifica generaciones activas y jubiladas ni una transferencia o responsabilidad entre cohortes.""},{""concept_id"":""capitalizacion_individual"",""reason"":""No se menciona una cuenta individual, el ahorro propio ni que cada persona financie su propia pensión, requisitos del concepto.""}],""coding"":""La cita propone destinar íntegramente el 6 por ciento a un seguro social y justifica esa organización por el objetivo de fortalecerlo y permitir la entrega de beneficios y garantías. Esa combinación de regla de financiamiento colectivo y finalidad instrumental no está formulada por un concepto existente del libro."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""El hablante expresa apoyo a que el 6 por ciento se destine completamente al seguro social, por lo que apoya la proposición propuesta."",""uncertainty"":""No se especifica si el seguro social redistribuye entre generaciones, si es universal ni cuál es el criterio distributivo de los beneficios; por ello se propone un concepto nuevo para revisión.""}"
272,utt_1e20d255a664c285e17d::p0001-p0005,utt_1e20d255a664c285e17d,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,prevision_como_mercado,,oppose,442,618,"Pretendíamos la separación de la industria, sin duda, porque para nosotros era importante que existiera un inversor estatal, que termináramos con el poder de las AFP, etcétera.","{""alternatives"":[{""concept_id"":""ineficiencia_estado"",""reason"":""La cita favorece la existencia de un inversor estatal, pero no afirma que el Estado sea eficiente, transparente o seguro ni justifica la propuesta mediante riesgos de ineficiencia estatal.""}],""coding"":""La cita no solo describe a las AFP: formula el objetivo de separar la industria, establecer un inversor estatal y terminar con el poder de las AFP. Esto constituye una crítica al predominio de la industria empresarial en la organización previsional."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""La propuesta rechaza que la protección previsional quede organizada bajo el poder de la industria de las AFP y, por tanto, se opone al ancla que legitima la actividad empresarial privada como mecanismo previsional."",""uncertainty"":""No se mencionan expresamente mercado, lucro o competencia; el encaje depende de interpretar la referencia a la industria y al poder de las AFP como una crítica a la organización empresarial de la previsión.""}"
272,utt_1e20d255a664c285e17d::p0001-p0005,utt_1e20d255a664c285e17d,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_002,in_codebook,acuerdos_moderacion,,support,689,797,"Y a partir de la posición antagónica que sustentaba la oposición, y es bueno decirlo, tuvimos que construir.","{""alternatives"":[],""coding"":""La frase presenta como necesaria la construcción de una propuesta a partir de una posición antagónica. El contexto inmediato de la misma intervención aclara que se trata de construir una propuesta general y llegar a un acuerdo, lo que convierte el acuerdo entre posiciones contrapuestas en un procedimiento valorado."",""context_evidence"":[{""source"":""next_context"",""text"":""mediante la entrega de la mejor propuesta de cada uno para poder construir una nueva propuesta general.""},{""source"":""next_context"",""text"":""Avanzar \""en la medida de lo posible\"", en la medida de las posibilidades que existen para llegar a un acuerdo.""}],""criterion_reference"":""include:1"",""stance"":""El hablante apoya la necesidad de construir una solución desde posiciones enfrentadas y, por tanto, respalda el valor procedimental del acuerdo y la convergencia."",""uncertainty"":""El objeto de 'construir' queda implícito en el bloque objetivo; se resuelve mediante el contexto siguiente, que pertenece a la misma intervención y explicita la propuesta general y el acuerdo.""}"
275,utt_7d0171f117b7fc1b127b::p0004,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,acuerdos_moderacion,,support,240,381,"llegar del diagnóstico a una propuesta común es lo que nos ha costado todos estos años, y esperamos que hoy día se pueda avanzar al respecto.","{""alternatives"":[],""coding"":""El pasaje expresa la expectativa de avanzar hacia una propuesta común, presentando la convergencia como el objetivo procedimental de la reforma."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la búsqueda de acuerdos como criterio para avanzar, pues formula como deseable alcanzar una propuesta común."",""uncertainty"":""“Propuesta común” sugiere consenso, pero el pasaje no explicita posiciones contrapuestas ni desarrolla por qué ese consenso sería legítimo; la correspondencia con acuerdos y moderación se infiere de esa formulación.""}"
276,utt_7d0171f117b7fc1b127b::p0005,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,review,,Transparencia y certeza informativa: las reformas previsionales deben comunicar con claridad qué cambia y qué no cambia para que las personas tengan certeza.,support,237,423,"hay muchas fake news circulando en los medios, por lo que resulta importante que las personas tengan certeza de los cambios que trae el proyecto y de aquellos aspectos en que no los hay.","{""alternatives"":[{""concept_id"":""acuerdos_moderacion"",""reason"":""Aunque la afirmación tiene una dimensión procedimental, no fundamenta la reforma en acuerdos, compromiso ni moderación entre posiciones contrapuestas.""}],""coding"":""La cita convierte en una razón normativa la importancia de que las personas conozcan con certeza los cambios y no cambios de la reforma, a partir de la circulación de información falsa. El libro no contiene un concepto de transparencia o certeza informativa."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""El hablante apoya que una reforma previsional comunique claramente su alcance para asegurar la certeza de las personas."",""uncertainty"":""La frase puede ser una razón comunicativa puntual para aclarar el proyecto, y no una regla general sobre la gobernanza previsional; por ello se propone como concepto nuevo para revisión.""}"
279,utt_7d0171f117b7fc1b127b::p0009,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,review,,La protección previsional debe implementarse oportunamente para que las personas accedan antes a sus beneficios.,support,208,313,"hay que tratar de sacar pronto esta normativa, porque de esa manera podrán llegar antes a los beneficios.","{""alternatives"":[],""coding"":""La cita formula una obligación de tramitar pronto la normativa y la fundamenta en que así las personas accederán antes a los beneficios; esto constituye una justificación normativa de oportunidad de acceso que no está cubierta por los conceptos existentes."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""La cita apoya que la normativa se apruebe con prontitud para adelantar el acceso a los beneficios previsionales."",""uncertainty"":""No se explicita carencia material, igualdad, solidaridad intergeneracional ni otro criterio del libro; la codificación depende de tratar la oportunidad de acceso como una justificación normativa independiente.""}"
281,utt_7d0171f117b7fc1b127b::p0011,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,conciencia_costos,,support,377,569,Las razones de esta prolongación en el tiempo para hacer el reajuste básicamente dicen relación con lo que aquí se ha conversado y que tiene que ver con la disponibilidad de recursos fiscales.,"{""alternatives"":[],""coding"":""La disponibilidad de recursos fiscales se presenta como la razón para prolongar en el tiempo el reajuste de la PGU, limitando o postergando la expansión del beneficio."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""La afirmación respalda que los límites de recursos fiscales deben restringir o escalonar una expansión previsional."",""uncertainty"":""""}"
282,utt_7d0171f117b7fc1b127b::p0012-p0014,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,conciencia_costos,,support,101,302,"Este calendario se redujo a veinticuatro meses, más la carencia de los seis meses iniciales, y está directamente relacionado con disponer de los recursos fiscales que nos permitan hacer estos aumentos.","{""alternatives"":[],""coding"":""La reducción y calendarización de los aumentos se justifica por la disponibilidad de recursos fiscales, usando la restricción presupuestaria para limitar o postergar la expansión previsional."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""La afirmación apoya que la capacidad fiscal condiciona el ritmo de la reforma y que los aumentos deben organizarse según los recursos disponibles."",""uncertainty"":""""}"
284,utt_f2b241f4251af4363e28::p0007,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,conciencia_costos,,support,103,288,¿es sostenible en el tiempo ese sistema cuando hoy día en la Ley de Presupuestos debemos destinar más plata para el sector pasivo que el sector activo en materia de las Fuerzas Armadas?,"{""alternatives"":[{""concept_id"":""solidaridad_intergeneracional"",""reason"":""La mención de los sectores pasivo y activo podría sugerir una relación entre quienes trabajan y quienes reciben pensiones, pero no se justifica normativamente una transferencia o responsabilidad entre generaciones; el fundamento explícito es la sostenibilidad presupuestaria.""}],""coding"":""La pregunta vincula la sostenibilidad temporal del sistema de reparto con una mayor asignación presupuestaria al sector pasivo que al activo, usando la carga financiera como razón para cuestionar su viabilidad."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""El hablante respalda la preocupación de que el sistema carezca de sostenibilidad financiera, aunque la formule interrogativamente, y no refuta esa preocupación."",""uncertainty"":""La formulación interrogativa expresa una duda y no afirma categóricamente que el sistema sea insostenible; se interpreta como un cuestionamiento retórico basado en su costo presupuestario.""}"
287,utt_f2b241f4251af4363e28::p0013-p0016,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,review,,Justicia reparadora previsional: las exclusiones previsionales previas deben corregirse otorgando la PGU completa a las personas que reciben prestaciones reparatorias.,support,77,224,"se hace justicia principalmente al poder otorgar ahora, con estas modificaciones, la PGU completa a personas que reciben prestaciones reparatorias.","{""alternatives"":[{""concept_id"":""igualdad_universalismo"",""reason"":""La corrección de personas previamente no consideradas podría parecer una cuestión de igualdad, pero la cita no invoca explícitamente igualdad de acceso, trato o universalidad.""}],""coding"":""La cita presenta el otorgamiento de la PGU completa a ese grupo como un acto de justicia y, por tanto, como una razón normativa para asignar protección previsional. Esta justificación reparadora o correctiva no está definida en los conceptos del libro."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""Apoya la proposición de que la protección previsional debe reparar exclusiones previas mediante el otorgamiento de la PGU completa."",""uncertainty"":""No se precisa si la justicia invocada deriva de una exclusión discriminatoria, de una reparación por daño histórico o de otro fundamento.""}"
287,utt_f2b241f4251af4363e28::p0013-p0016,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,acuerdos_moderacion,,support,567,627,valoro y destaco el acuerdo político de Gobierno y oposición,"{""alternatives"":[],""coding"":""El hablante expresa una valoración positiva del acuerdo político entre Gobierno y oposición, tratándolo como un elemento valioso de la reforma. Esto encaja con la valoración normativa de acuerdos amplios y compromisos entre posiciones contrapuestas."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que el acuerdo y el compromiso entre posiciones contrapuestas otorgan valor o legitimidad a la reforma previsional."",""uncertainty"":""No se explicita el contenido del acuerdo, pero su valoración y su carácter político entre Gobierno y oposición están expresos.""}"
288,utt_77f763d2c27104f56672::p0001-p0004,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,acuerdos_moderacion,,support,451,550,"Yo siempre digo que en la política la frase ""lo mejor es enemigo de lo bueno"" se aplica plenamente.","{""alternatives"":[],""coding"":""La máxima presenta como válida una solución buena aunque no sea perfecta; el contexto inmediato vincula esa aceptación con conciliar acuerdos y ceder, por lo que justifica una reforma basada en compromiso y moderación."",""context_evidence"":[{""source"":""next_context"",""text"":""Esta iniciativa no es perfecta. No puede serlo. Si fuera perfecta, no habría necesidad de una tarea política y de buscar conciliar acuerdos entre los parlamentarios como los que se han producido.""}],""criterion_reference"":""include:3"",""stance"":""Apoya la idea de que una solución previsional imperfecta pero alcanzable puede ser preferible a perseguir una opción ideal que impida el acuerdo."",""uncertainty"":""La cita del objetivo formula la justificación de manera implícita y no menciona expresamente la reforma ni el acuerdo; la conexión se resuelve mediante el contexto siguiente de la misma intervención.""}"
289,utt_77f763d2c27104f56672::p0005-p0007,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,acuerdos_moderacion,,support,48,195,"Si fuera perfecta, no habría necesidad de una tarea política y de buscar conciliar acuerdos entre los parlamentarios como los que se han producido.","{""alternatives"":[],""coding"":""La cita presenta la búsqueda de acuerdos entre parlamentarios como una tarea política necesaria frente a una iniciativa imperfecta, defendiendo los acuerdos como instrumento válido para la reforma previsional."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que la conciliación y los acuerdos otorguen valor y legitimidad a la reforma."",""uncertainty"":""""}"
289,utt_77f763d2c27104f56672::p0005-p0007,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,acuerdos_moderacion,,support,228,432,"Es un ejemplo importante de que cuando las cosas son difíciles y la gente exige, porque muchas personas llevan bastante tiempo preguntando por esto, somos capaces de ponernos de acuerdo cediendo en cosas.","{""alternatives"":[],""coding"":""La cita valora como importante alcanzar una solución mediante consenso y concesiones mutuas, incluso ante dificultades y demandas sociales."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Apoya el compromiso y la moderación como base valiosa para alcanzar una reforma previsional."",""uncertainty"":""""}"
290,utt_77f763d2c27104f56672::p0008,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,review,,Deliberación legislativa integral: el Congreso debe analizar los asuntos importantes planteados en la reforma previsional.,support,543,672,"todas las cosas que se han planteado acá, que son importantes e interesantes y que este Congreso tiene que analizar forzosamente.","{""alternatives"":[{""concept_id"":""acuerdos_moderacion"",""reason"":""La cita formula una obligación de análisis legislativo, pero no valora acuerdos, compromiso ni moderación entre posiciones contrapuestas.""}],""coding"":""La expresión «tiene que analizar forzosamente», fundada en que los asuntos son importantes e interesantes, prescribe una obligación de examen legislativo integral sobre la reforma."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""La cita apoya que el Congreso debe realizar ese análisis, en vez de limitarse a las preguntas más simples sobre cuándo y cuánto."",""uncertainty"":""Es una regla procedimental genérica y no especifica cómo deben organizarse, distribuirse o financiarse las prestaciones; se propone como concepto nuevo para revisión.""}"
294,utt_77f763d2c27104f56672::p0016-p0017,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,necesidad_material,,support,665,705,mejorar las pensiones de los más pobres.,"{""alternatives"":[{""concept_id"":""igualdad_universalismo"",""reason"":""Aunque el bloque menciona una brecha entre las pensiones de mujeres y hombres, la cita seleccionada fundamenta la mejora en la pobreza y no formula explícitamente igualdad, universalidad o igual trato.""}],""coding"":""La cita establece como objetivo mejorar las pensiones de las personas más pobres, usando la menor disponibilidad material como razón para priorizar su protección previsional."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya que quienes enfrentan mayores necesidades materiales reciban mayor protección previsional."",""uncertainty"":""""}"
298,utt_6b8e3f613d4ddf0eb004::p0004-p0006,utt_6b8e3f613d4ddf0eb004,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_000,in_codebook,ilegitimidad_origen_dictatorial,,support,0,237,"No es casual el contexto en que también nacen las AFP, sociedades anónimas que empiezan a administrar los fondos de pensiones de millones de trabajadores y trabajadoras en Chile, porque prácticamente hay un traspaso obligatorio de ellos.","{""alternatives"":[{""concept_id"":""prevision_como_mercado"",""reason"":""Aunque se menciona que las AFP son sociedades anónimas, no se evalúan la competencia, el lucro ni el mercado; la razón explícita es la obligatoriedad del traspaso.""}],""coding"":""La oración presenta como prácticamente obligatorio el traspaso de trabajadores al sistema de AFP, lo que constituye una alegación de incorporación coercitiva en su origen."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya la proposición de que un origen coercitivo debilita la legitimidad actual del sistema y justifica cuestionarlo o reformarlo."",""uncertainty"":""""}"
298,utt_6b8e3f613d4ddf0eb004::p0004-p0006,utt_6b8e3f613d4ddf0eb004,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_001,in_codebook,ilegitimidad_origen_dictatorial,,support,240,315,algo que no ocurrió es parte de las promesas que se señalaron en esa época.,"{""alternatives"":[],""coding"":""La frase afirma que una promesa del período en que nacieron las AFP quedó incumplida, lo que funciona como cuestionamiento de la legitimidad de origen."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Apoya la proposición de que promesas fundacionales incumplidas debilitan la legitimidad presente del sistema."",""uncertainty"":""No se especifica cuál fue la promesa incumplida; la conexión con el origen se basa en la referencia a «esa época» y en la oración inmediatamente anterior del mismo bloque.""}"
298,utt_6b8e3f613d4ddf0eb004::p0004-p0006,utt_6b8e3f613d4ddf0eb004,21735,http://datos.bcn.cl/recurso/cl/documento/706982,llm_002,in_codebook,necesidad_material,,support,407,558,"aspirar al 70 por ciento en un país donde las tasas de reemplazo son tan bajas, me parece algo que al menos después de cuatro décadas hay que corregir.","{""alternatives"":[{""concept_id"":""conciencia_costos"",""reason"":""La referencia a que una tasa de retorno del 100 por ciento sería inviable no se formula como un límite de costos fiscales, administrativos o de capacidad estatal.""}],""coding"":""Las tasas de reemplazo bajas se presentan como una insuficiencia de la protección previsional y como fundamento explícito para corregirla, no como una mera cifra descriptiva."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Apoya que la insuficiencia material de las pensiones justifica una respuesta de mayor protección previsional."",""uncertainty"":""Se propone corregir las tasas bajas en general, sin explicitar focalización en quienes tienen mayores recursos o necesidades; el código se aplica porque la insuficiencia de las pensiones se usa como razón para una respuesta distributiva.""}"
